TimestampMs,State,TargetX,TargetY,TargetZ,SetpointA,SetpointB,SetpointC,CountA,CountB,CountC,ErrA,ErrB,ErrC,Status
--- NEW TEST SESSION STARTED ---
--- NEW TEST SESSION STARTED ---
55463,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55485,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55507,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55531,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55553,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55575,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55597,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55619,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55641,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55663,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55685,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55709,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55731,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55753,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55775,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55797,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55938,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55960,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
55984,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56006,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56028,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56050,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56072,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56094,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56225,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56250,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56273,15,0.00,20.00,0.00,-228,141,141,-228,226,206,0,-85,-65,RUNNING
56296,15,0.00,20.00,0.00,-228,141,141,-228,226,205,0,-85,-64,RUNNING
56314,4,0.00,0.00,0.00,0,0,0,-228,226,205,228,-226,-205,START_STEP
56336,4,0.00,0.00,0.00,0,0,0,-228,226,205,228,-226,-205,RUNNING
56358,4,0.00,0.00,0.00,0,0,0,-228,226,206,228,-226,-206,RUNNING
56380,4,0.00,0.00,0.00,0,0,0,-218,226,206,218,-226,-206,RUNNING
56510,4,0.00,0.00,0.00,0,0,0,-10,56,31,10,-56,-31,RUNNING
