TimestampMs,State,TargetX,TargetY,TargetZ,SetpointA,SetpointB,SetpointC,CountA,CountB,CountC,ErrA,ErrB,ErrC,Status
--- NEW TEST SESSION STARTED ---
--- NEW TEST SESSION STARTED ---
23864,1,20.00,0.00,0.00,18,230,-195,0,-1,-1,18,231,-194,START_STEP
23885,1,20.00,0.00,0.00,18,230,-195,0,-1,0,18,231,-195,RUNNING
23908,1,20.00,0.00,0.00,18,230,-195,0,-1,0,18,231,-195,RUNNING
23931,1,20.00,0.00,0.00,18,230,-195,2,-1,0,16,231,-195,RUNNING
23954,1,20.00,0.00,0.00,18,230,-195,6,-1,-1,12,231,-194,RUNNING
23977,1,20.00,0.00,0.00,18,230,-195,12,9,-24,6,221,-171,RUNNING
24002,1,20.00,0.00,0.00,18,230,-195,22,56,-65,-4,174,-130,RUNNING
24024,1,20.00,0.00,0.00,18,230,-195,27,103,-104,-9,127,-91,RUNNING
24046,1,20.00,0.00,0.00,18,230,-195,26,146,-138,-8,84,-57,RUNNING
24068,1,20.00,0.00,0.00,18,230,-195,26,188,-169,-8,42,-26,RUNNING
24090,1,20.00,0.00,0.00,18,230,-195,25,225,-198,-7,5,3,RUNNING
24107,1,20.00,0.00,0.00,18,230,-195,25,225,-198,-7,5,3,TARGET_REACHED_OUTBOUND
24129,15,20.00,0.00,0.00,18,230,-195,24,265,-227,-6,-35,32,RUNNING
24153,15,20.00,0.00,0.00,18,230,-195,21,279,-240,-3,-49,45,RUNNING
24175,15,20.00,0.00,0.00,18,230,-195,20,290,-250,-2,-60,55,RUNNING
24197,15,20.00,0.00,0.00,18,230,-195,18,300,-259,0,-70,64,RUNNING
24302,15,20.00,0.00,0.00,18,230,-195,16,331,-292,2,-101,97,RUNNING
24377,15,20.00,0.00,0.00,18,230,-195,16,339,-303,2,-109,108,RUNNING
24561,15,20.00,0.00,0.00,18,230,-195,16,341,-306,2,-111,111,RUNNING
24583,15,20.00,0.00,0.00,18,230,-195,16,342,-306,2,-112,111,RUNNING
24605,15,20.00,0.00,0.00,18,230,-195,16,341,-306,2,-111,111,RUNNING
