TimestampMs,SessionElapsedMs,MotorIndex,MotorName,TestPhase,CommandedPWM,Pin1,Pin2,RawAngle,EncoderCounts,DeltaCounts,TotalRotations,InstantRPM,SpeedMMs,MagnetStatus,AGC,Magnitude,LimitSwitchState,DiagnosticNote
--- NEW INDIVIDUAL MOTOR DIAGNOSTIC SESSION ---
--- NEW INDIVIDUAL MOTOR DIAGNOSTIC SESSION ---
32796,106,0,Tower_A,FWD_RAMP,60,0,60,2846,0,0,0.0000,0.00,0.00,OK,255,1826,OPEN,Ramping FWD PWM
32838,148,0,Tower_A,FWD_RAMP,60,0,60,2851,5,5,0.0012,1.70,1.69,OK,255,1845,OPEN,Ramping FWD PWM
32881,191,0,Tower_A,FWD_RAMP,60,0,60,2864,18,13,0.0044,4.43,4.41,OK,255,1893,OPEN,Ramping FWD PWM
32926,236,0,Tower_A,FWD_RAMP,60,0,60,2883,37,19,0.0090,6.18,6.15,OK,255,1970,OPEN,Ramping FWD PWM
32968,278,0,Tower_A,FWD_RAMP,60,0,60,2907,60,23,0.0146,8.02,7.98,OK,255,2051,OPEN,Ramping FWD PWM
33010,320,0,Tower_A,FWD_RAMP,60,0,60,2930,83,23,0.0203,8.02,7.98,OK,255,2093,OPEN,Ramping FWD PWM
33052,362,0,Tower_A,FWD_RAMP,60,0,60,2955,109,26,0.0266,9.07,9.02,OK,241,2142,OPEN,Ramping FWD PWM
33094,404,0,Tower_A,FWD_RAMP,60,0,60,2982,136,27,0.0332,9.42,9.37,OK,227,2124,OPEN,Ramping FWD PWM
33138,448,0,Tower_A,FWD_RAMP,60,0,60,3009,163,27,0.0398,8.99,8.94,OK,213,2136,OPEN,Ramping FWD PWM
33180,490,0,Tower_A,FWD_RAMP,60,0,60,3038,192,29,0.0469,10.11,10.06,OK,197,2138,OPEN,Ramping FWD PWM
33222,532,0,Tower_A,FWD_RAMP,60,0,60,3067,221,29,0.0540,10.11,10.06,OK,179,2114,OPEN,Ramping FWD PWM
33264,574,0,Tower_A,FWD_RAMP,60,0,60,3097,251,30,0.0613,10.46,10.41,OK,167,2133,OPEN,Ramping FWD PWM
33306,616,0,Tower_A,FWD_RAMP,60,0,60,3122,276,25,0.0674,8.72,8.67,OK,155,2143,OPEN,Ramping FWD PWM
33350,660,0,Tower_A,FWD_RAMP,60,0,60,3147,300,24,0.0732,7.99,7.95,OK,143,2130,OPEN,Ramping FWD PWM
33392,702,0,Tower_A,FWD_RAMP,60,0,60,3169,323,23,0.0789,8.02,7.98,OK,135,2137,OPEN,Ramping FWD PWM
33434,744,0,Tower_A,FWD_RAMP,60,0,60,3192,346,23,0.0845,8.02,7.98,OK,127,2125,OPEN,Ramping FWD PWM
33476,786,0,Tower_A,FWD_RAMP,60,0,60,3214,368,22,0.0898,7.67,7.63,OK,119,2143,OPEN,Ramping FWD PWM
33518,828,0,Tower_A,FWD_RAMP,60,0,60,3241,395,27,0.0964,9.42,9.37,OK,111,2141,OPEN,Ramping FWD PWM
33562,872,0,Tower_A,FWD_RAMP,60,0,60,3271,425,30,0.1038,9.99,9.94,OK,103,2134,OPEN,Ramping FWD PWM
33604,914,0,Tower_A,FWD_RAMP,60,0,60,3300,454,29,0.1108,10.11,10.06,OK,97,2128,OPEN,Ramping FWD PWM
33646,956,0,Tower_A,FWD_RAMP,60,0,60,3325,479,25,0.1169,8.72,8.67,OK,93,2130,OPEN,Ramping FWD PWM
33688,998,0,Tower_A,FWD_RAMP,60,0,60,3350,504,25,0.1230,8.72,8.67,OK,89,2128,OPEN,Ramping FWD PWM
33730,1040,0,Tower_A,FWD_RAMP,60,0,60,3374,528,24,0.1289,8.37,8.33,OK,87,2139,OPEN,Ramping FWD PWM
33774,1084,0,Tower_A,FWD_RAMP,60,0,60,3400,554,26,0.1353,8.66,8.61,OK,83,2125,OPEN,Ramping FWD PWM
33816,1126,0,Tower_A,FWD_RAMP,60,0,60,3430,584,30,0.1426,10.46,10.41,OK,81,2129,OPEN,Ramping FWD PWM
33858,1168,0,Tower_A,FWD_RAMP,60,0,60,3460,614,30,0.1499,10.46,10.41,OK,79,2125,OPEN,Ramping FWD PWM
33900,1210,0,Tower_A,FWD_RAMP,60,0,60,3489,643,29,0.1570,10.11,10.06,OK,79,2136,OPEN,Ramping FWD PWM
33942,1252,0,Tower_A,FWD_RAMP,60,0,60,3518,672,29,0.1641,10.11,10.06,OK,79,2141,OPEN,Ramping FWD PWM
33986,1296,0,Tower_A,FWD_RAMP,60,0,60,3547,701,29,0.1711,9.65,9.60,OK,79,2135,OPEN,Ramping FWD PWM
34028,1338,0,Tower_A,FWD_RAMP,60,0,60,3577,731,30,0.1785,10.46,10.41,OK,79,2116,OPEN,Ramping FWD PWM
34070,1380,0,Tower_A,FWD_RAMP,60,0,60,3611,765,34,0.1868,11.86,11.80,OK,79,2100,OPEN,Ramping FWD PWM
34112,1422,0,Tower_A,FWD_RAMP,60,0,60,3645,798,33,0.1948,11.51,11.45,OK,79,2066,OPEN,Ramping FWD PWM
34154,1464,0,Tower_A,FWD_RAMP,60,0,60,3674,828,30,0.2021,10.46,10.41,OK,81,2055,OPEN,Ramping FWD PWM
34198,1508,0,Tower_A,FWD_RAMP,60,0,60,3702,856,28,0.2090,9.32,9.27,OK,85,2072,OPEN,Ramping FWD PWM
34240,1550,0,Tower_A,FWD_RAMP,60,0,60,3730,884,28,0.2158,9.77,9.72,OK,87,2049,OPEN,Ramping FWD PWM
34400,1710,0,Tower_A,FWD_RAMP,100,0,100,3853,1007,123,0.2458,11.26,11.20,OK,107,2046,OPEN,Ramping FWD PWM
34442,1752,0,Tower_A,FWD_RAMP,100,0,100,3887,1040,33,0.2539,11.51,11.45,OK,117,2069,OPEN,Ramping FWD PWM
34484,1794,0,Tower_A,FWD_RAMP,100,0,100,3926,1079,39,0.2634,13.60,13.53,OK,125,2057,OPEN,Ramping FWD PWM
34528,1838,0,Tower_A,FWD_RAMP,100,0,100,3966,1119,40,0.2732,13.32,13.25,OK,139,2059,OPEN,Ramping FWD PWM
34570,1880,0,Tower_A,FWD_RAMP,100,0,100,4014,1167,48,0.2849,16.74,16.65,OK,151,2062,OPEN,Ramping FWD PWM
34612,1922,0,Tower_A,FWD_RAMP,100,0,100,4073,1227,60,0.2996,20.93,20.82,OK,165,2057,OPEN,Ramping FWD PWM
34654,1964,0,Tower_A,FWD_RAMP,100,0,100,35,1284,57,0.3135,19.88,19.78,OK,187,2062,OPEN,Ramping FWD PWM
34696,2006,0,Tower_A,FWD_RAMP,100,0,100,99,1348,64,0.3291,22.32,22.21,OK,205,2047,OPEN,Ramping FWD PWM
34848,2158,0,Tower_A,FWD_RAMP,100,0,100,351,1600,252,0.3906,24.29,24.16,OK,253,2061,OPEN,Ramping FWD PWM
34890,2200,0,Tower_A,FWD_RAMP,100,0,100,426,1675,75,0.4089,26.16,26.02,OK,255,2038,OPEN,Ramping FWD PWM
34932,2242,0,Tower_A,FWD_RAMP,100,0,100,504,1753,78,0.4280,27.20,27.06,OK,255,2108,OPEN,Ramping FWD PWM
34974,2284,0,Tower_A,FWD_RAMP,100,0,100,571,1821,68,0.4446,23.72,23.59,OK,253,2125,OPEN,Ramping FWD PWM
35016,2326,0,Tower_A,FWD_RAMP,100,0,100,635,1884,63,0.4600,21.97,21.86,OK,241,2139,OPEN,Ramping FWD PWM
35060,2370,0,Tower_A,FWD_RAMP,100,0,100,706,1955,71,0.4773,23.64,23.52,OK,229,2139,OPEN,Ramping FWD PWM
35102,2412,0,Tower_A,FWD_RAMP,100,0,100,777,2026,71,0.4946,24.76,24.64,OK,207,2139,OPEN,Ramping FWD PWM
35251,2561,0,Tower_A,FWD_RAMP,100,0,100,969,2219,193,0.5417,18.97,18.88,OK,145,2144,OPEN,Ramping FWD PWM
35293,2603,0,Tower_A,FWD_RAMP,100,0,100,1017,2267,48,0.5535,16.74,16.65,OK,129,2140,OPEN,Ramping FWD PWM
35335,2645,0,Tower_A,FWD_RAMP,100,0,100,1064,2314,47,0.5649,16.39,16.31,OK,117,2133,OPEN,Ramping FWD PWM
35379,2689,0,Tower_A,FWD_RAMP,100,0,100,1114,2364,50,0.5771,16.65,16.56,OK,105,2134,OPEN,Ramping FWD PWM
35421,2731,0,Tower_A,FWD_RAMP,100,0,100,1161,2411,47,0.5886,16.39,16.31,OK,97,2128,OPEN,Ramping FWD PWM
35463,2773,0,Tower_A,FWD_RAMP,100,0,100,1203,2452,41,0.5986,14.30,14.23,OK,91,2137,OPEN,Ramping FWD PWM
35505,2815,0,Tower_A,FWD_RAMP,100,0,100,1250,2499,47,0.6101,16.39,16.31,OK,87,2121,OPEN,Ramping FWD PWM
35547,2857,0,Tower_A,FWD_RAMP,100,0,100,1301,2550,51,0.6226,17.79,17.70,OK,83,2117,OPEN,Ramping FWD PWM
35701,3011,0,Tower_A,FWD_RAMP,100,0,100,1477,2726,176,0.6655,16.74,16.65,OK,85,2063,OPEN,Ramping FWD PWM
35743,3053,0,Tower_A,FWD_RAMP,100,0,100,1527,2777,51,0.6780,17.79,17.70,OK,91,2054,OPEN,Ramping FWD PWM
35785,3095,0,Tower_A,FWD_RAMP,100,0,100,1579,2829,52,0.6907,18.14,18.04,OK,101,2060,OPEN,Ramping FWD PWM
35827,3137,0,Tower_A,FWD_RAMP,100,0,100,1625,2874,45,0.7017,15.69,15.61,OK,113,2061,OPEN,Ramping FWD PWM
35869,3179,0,Tower_A,FWD_RAMP,100,0,100,1681,2930,56,0.7153,19.53,19.43,OK,125,2056,OPEN,Ramping FWD PWM
35913,3223,0,Tower_A,FWD_RAMP,140,0,140,1733,2982,52,0.7280,17.31,17.22,OK,141,2057,OPEN,Ramping FWD PWM
35955,3265,0,Tower_A,FWD_RAMP,140,0,140,1786,3036,54,0.7412,18.83,18.74,OK,165,2041,OPEN,Ramping FWD PWM
35997,3307,0,Tower_A,FWD_RAMP,140,0,140,1856,3105,69,0.7581,24.07,23.94,OK,201,2059,OPEN,Ramping FWD PWM
36039,3349,0,Tower_A,FWD_RAMP,140,0,140,1908,3158,53,0.7710,18.48,18.39,OK,255,2032,OPEN,Ramping FWD PWM
36081,3391,0,Tower_A,FWD_RAMP,140,0,140,1959,3209,51,0.7834,17.79,17.70,FAULT,255,1478,OPEN,Ramping FWD PWM
36125,3435,0,Tower_A,FWD_RAMP,140,0,140,2058,3306,97,0.8071,32.29,32.13,FAULT,255,1220,OPEN,Ramping FWD PWM
36167,3477,0,Tower_A,FWD_RAMP,140,0,140,2186,3435,129,0.8386,44.99,44.76,FAULT,255,1037,OPEN,Ramping FWD PWM
36209,3519,0,Tower_A,FWD_RAMP,140,0,140,2300,3549,114,0.8665,39.76,39.55,FAULT,255,921,OPEN,Ramping FWD PWM
36251,3561,0,Tower_A,FWD_RAMP,140,0,140,2425,3674,125,0.8970,43.60,43.37,FAULT,255,934,OPEN,Ramping FWD PWM
36293,3603,0,Tower_A,FWD_RAMP,140,0,140,2546,3795,121,0.9265,42.20,41.98,FAULT,255,917,OPEN,Ramping FWD PWM
36337,3647,0,Tower_A,FWD_RAMP,140,0,140,2663,3912,117,0.9551,38.95,38.75,FAULT,255,936,OPEN,Ramping FWD PWM
36379,3689,0,Tower_A,FWD_RAMP,140,0,140,2758,4006,94,0.9780,32.78,32.62,FAULT,255,1067,OPEN,Ramping FWD PWM
36421,3731,0,Tower_A,FWD_RAMP,140,0,140,2850,4098,92,1.0005,32.09,31.92,FAULT,255,1223,OPEN,Ramping FWD PWM
36463,3773,0,Tower_A,FWD_RAMP,140,0,140,2943,4193,95,1.0237,33.13,32.96,FAULT,255,1467,OPEN,Ramping FWD PWM
36507,3817,0,Tower_A,FWD_RAMP,140,0,140,3025,4275,82,1.0437,27.30,27.16,OK,255,1834,OPEN,Ramping FWD PWM
36549,3859,0,Tower_A,FWD_RAMP,140,0,140,3093,4342,67,1.0601,23.37,23.25,OK,249,2131,OPEN,Ramping FWD PWM
36591,3901,0,Tower_A,FWD_RAMP,140,0,140,3159,4408,66,1.0762,23.02,22.90,OK,193,2139,OPEN,Ramping FWD PWM
36633,3943,0,Tower_A,FWD_RAMP,140,0,140,3215,4465,57,1.0901,19.88,19.78,OK,151,2144,OPEN,Ramping FWD PWM
36675,3985,0,Tower_A,FWD_RAMP,140,0,140,3269,4519,54,1.1033,18.83,18.74,OK,121,2143,OPEN,Ramping FWD PWM
36719,4029,0,Tower_A,FWD_RAMP,140,0,140,3327,4576,57,1.1172,18.98,18.88,OK,99,2140,OPEN,Ramping FWD PWM
36761,4071,0,Tower_A,FWD_RAMP,140,0,140,3379,4628,52,1.1299,18.14,18.04,OK,85,2128,OPEN,Ramping FWD PWM
36803,4113,0,Tower_A,FWD_RAMP,140,0,140,3449,4698,70,1.1470,24.41,24.29,OK,77,2130,OPEN,Ramping FWD PWM
36845,4155,0,Tower_A,FWD_RAMP,140,0,140,3507,4756,58,1.1611,20.23,20.12,OK,71,2130,OPEN,Ramping FWD PWM
36887,4197,0,Tower_A,FWD_RAMP,140,0,140,3560,4810,54,1.1743,18.83,18.74,OK,69,2115,OPEN,Ramping FWD PWM
36931,4241,0,Tower_A,FWD_RAMP,140,0,140,3629,4879,69,1.1912,22.97,22.85,OK,69,2050,OPEN,Ramping FWD PWM
36973,4283,0,Tower_A,FWD_RAMP,140,0,140,3691,4940,61,1.2061,21.28,21.17,OK,81,2059,OPEN,Ramping FWD PWM
37015,4325,0,Tower_A,FWD_RAMP,140,0,140,3747,4996,56,1.2197,19.53,19.43,OK,97,2042,OPEN,Ramping FWD PWM
37057,4367,0,Tower_A,FWD_RAMP,140,0,140,3815,5064,68,1.2363,23.72,23.59,OK,117,2062,OPEN,Ramping FWD PWM
37099,4409,0,Tower_A,FWD_RAMP,140,0,140,3874,5123,59,1.2507,20.58,20.47,OK,149,2060,OPEN,Ramping FWD PWM
37143,4453,0,Tower_A,FWD_RAMP,140,0,140,3940,5190,67,1.2671,22.31,22.19,OK,201,2045,OPEN,Ramping FWD PWM
37185,4495,0,Tower_A,FWD_RAMP,140,0,140,4026,5275,85,1.2878,29.65,29.49,OK,249,2057,OPEN,Ramping FWD PWM
37227,4537,0,Tower_A,FWD_RAMP,140,0,140,6,5351,76,1.3064,26.51,26.37,FAULT,255,1756,OPEN,Ramping FWD PWM
37269,4579,0,Tower_A,FWD_RAMP,140,0,140,103,5448,97,1.3301,33.83,33.66,FAULT,255,1417,OPEN,Ramping FWD PWM
37311,4621,0,Tower_A,FWD_RAMP,140,0,140,237,5581,133,1.3625,46.39,46.15,FAULT,255,1311,OPEN,Ramping FWD PWM
37355,4665,0,Tower_A,FWD_RAMP,140,0,140,362,5707,126,1.3933,41.95,41.73,FAULT,255,1225,OPEN,Ramping FWD PWM
37397,4707,0,Tower_A,FWD_RAMP,140,0,140,476,5821,114,1.4211,39.76,39.55,FAULT,255,1111,OPEN,Ramping FWD PWM
37439,4749,0,Tower_A,FWD_RAMP,180,0,180,580,5925,104,1.4465,36.27,36.09,FAULT,255,1197,OPEN,Ramping FWD PWM
37481,4791,0,Tower_A,FWD_RAMP,180,0,180,697,6042,117,1.4751,40.81,40.60,FAULT,255,1226,OPEN,Ramping FWD PWM
37523,4833,0,Tower_A,FWD_RAMP,180,0,180,796,6140,98,1.4990,34.18,34.00,FAULT,255,1370,OPEN,Ramping FWD PWM
37567,4877,0,Tower_A,FWD_RAMP,180,0,180,873,6220,80,1.5186,26.63,26.50,FAULT,255,1775,OPEN,Ramping FWD PWM
37609,4919,0,Tower_A,FWD_RAMP,180,0,180,970,6314,94,1.5415,32.78,32.62,OK,255,2085,OPEN,Ramping FWD PWM
37651,4961,0,Tower_A,FWD_RAMP,180,0,180,1041,6387,73,1.5593,25.46,25.33,OK,191,2141,OPEN,Ramping FWD PWM
37693,5003,0,Tower_A,FWD_RAMP,180,0,180,1104,6450,63,1.5747,21.97,21.86,OK,147,2140,OPEN,Ramping FWD PWM
37737,5047,0,Tower_A,FWD_RAMP,180,0,180,1177,6522,72,1.5923,23.97,23.85,OK,117,2143,OPEN,Ramping FWD PWM
37779,5089,0,Tower_A,FWD_RAMP,180,0,180,1242,6587,65,1.6082,22.67,22.55,OK,93,2130,OPEN,Ramping FWD PWM
37821,5131,0,Tower_A,FWD_RAMP,180,0,180,1300,6646,59,1.6226,20.58,20.47,OK,81,2137,OPEN,Ramping FWD PWM
37863,5173,0,Tower_A,FWD_RAMP,180,0,180,1372,6718,72,1.6401,25.11,24.98,OK,75,2115,OPEN,Ramping FWD PWM
37905,5215,0,Tower_A,FWD_RAMP,180,0,180,1435,6780,62,1.6553,21.62,21.51,OK,75,2079,OPEN,Ramping FWD PWM
37949,5259,0,Tower_A,FWD_RAMP,180,0,180,1509,6855,75,1.6736,24.97,24.84,OK,85,2065,OPEN,Ramping FWD PWM
37991,5301,0,Tower_A,FWD_RAMP,180,0,180,1570,6915,60,1.6882,20.93,20.82,OK,109,2063,OPEN,Ramping FWD PWM
38033,5343,0,Tower_A,FWD_RAMP,180,0,180,1651,6996,81,1.7080,28.25,28.10,OK,141,2048,OPEN,Ramping FWD PWM
38075,5385,0,Tower_A,FWD_RAMP,180,0,180,1687,7033,37,1.7170,12.90,12.84,OK,213,2053,OPEN,Ramping FWD PWM
38117,5427,0,Tower_A,FWD_RAMP,180,0,180,1761,7106,73,1.7349,25.46,25.33,FAULT,255,1751,OPEN,Ramping FWD PWM
38161,5471,0,Tower_A,FWD_RAMP,180,0,180,1814,7160,54,1.7480,17.98,17.88,FAULT,255,1088,OPEN,Ramping FWD PWM
38203,5513,0,Tower_A,FWD_RAMP,180,0,180,1899,7243,83,1.7683,28.95,28.80,FAULT,255,691,OPEN,Ramping FWD PWM
38245,5555,0,Tower_A,FWD_RAMP,180,0,180,2041,7386,143,1.8032,49.87,49.62,FAULT,255,365,OPEN,Ramping FWD PWM
38287,5597,0,Tower_A,FWD_RAMP,180,0,180,2323,7665,279,1.8713,97.31,96.81,FAULT,255,270,OPEN,Ramping FWD PWM
38329,5639,0,Tower_A,FWD_RAMP,180,0,180,2737,8081,416,1.9729,145.09,144.34,FAULT,255,218,OPEN,Ramping FWD PWM
38373,5683,0,Tower_A,FWD_RAMP,180,0,180,2925,8255,174,2.0154,57.93,57.63,FAULT,255,240,OPEN,Ramping FWD PWM
38415,5725,0,Tower_A,FWD_RAMP,180,0,180,2970,8315,60,2.0300,20.93,20.82,FAULT,255,428,OPEN,Ramping FWD PWM
38457,5767,0,Tower_A,FWD_RAMP,180,0,180,3029,8378,63,2.0454,21.97,21.86,FAULT,255,707,OPEN,Ramping FWD PWM
38499,5809,0,Tower_A,FWD_RAMP,180,0,180,3077,8421,43,2.0559,15.00,14.92,FAULT,255,1105,OPEN,Ramping FWD PWM
38541,5851,0,Tower_A,FWD_RAMP,180,0,180,3145,8491,70,2.0730,24.41,24.29,FAULT,255,1590,OPEN,Ramping FWD PWM
38585,5895,0,Tower_A,FWD_RAMP,180,0,180,3208,8554,63,2.0884,20.97,20.87,OK,223,2157,OPEN,Ramping FWD PWM
38627,5937,0,Tower_A,FWD_RAMP,180,0,180,3258,8603,49,2.1003,17.09,17.00,OK,157,2144,OPEN,Ramping FWD PWM
38669,5979,0,Tower_A,FWD_RAMP,180,0,180,3321,8666,63,2.1157,21.97,21.86,OK,113,2137,OPEN,Ramping FWD PWM
38711,6021,0,Tower_A,FWD_RAMP,180,0,180,3384,8730,64,2.1313,22.32,22.21,OK,85,2125,OPEN,Ramping FWD PWM
38753,6063,0,Tower_A,FWD_RAMP,180,0,180,3453,8799,69,2.1482,24.07,23.94,OK,73,2128,OPEN,Ramping FWD PWM
38797,6107,0,Tower_A,FWD_RAMP,180,0,180,3524,8870,71,2.1655,23.64,23.52,OK,67,2122,OPEN,Ramping FWD PWM
38839,6149,0,Tower_A,FWD_RAMP,180,0,180,3602,8947,77,2.1843,26.86,26.72,OK,67,2086,OPEN,Ramping FWD PWM
38881,6191,0,Tower_A,FWD_RAMP,180,0,180,3673,9019,72,2.2019,25.11,24.98,OK,77,2051,OPEN,Ramping FWD PWM
38923,6233,0,Tower_A,FWD_RAMP,180,0,180,3740,9085,66,2.2180,23.02,22.90,OK,97,2063,OPEN,Ramping FWD PWM
38967,6277,0,Tower_A,FWD_RAMP,220,0,220,3827,9172,87,2.2393,28.96,28.81,OK,135,2063,OPEN,Ramping FWD PWM
39009,6319,0,Tower_A,FWD_RAMP,220,0,220,3897,9243,71,2.2566,24.76,24.64,OK,193,2032,OPEN,Ramping FWD PWM
39051,6361,0,Tower_A,FWD_RAMP,220,0,220,4010,9355,112,2.2839,39.06,38.86,OK,255,1896,OPEN,Ramping FWD PWM
39093,6403,0,Tower_A,FWD_RAMP,220,0,220,58,9497,142,2.3186,49.53,49.27,FAULT,255,1362,OPEN,Ramping FWD PWM
39135,6445,0,Tower_A,FWD_RAMP,220,0,220,241,9681,184,2.3635,64.17,63.84,FAULT,255,1008,OPEN,Ramping FWD PWM
39179,6489,0,Tower_A,FWD_RAMP,220,0,220,496,9936,255,2.4258,84.89,84.46,FAULT,255,778,OPEN,Ramping FWD PWM
39221,6531,0,Tower_A,FWD_RAMP,220,0,220,661,10102,166,2.4663,57.90,57.60,FAULT,255,876,OPEN,Ramping FWD PWM
39263,6573,0,Tower_A,FWD_RAMP,220,0,220,816,10256,154,2.5039,53.71,53.43,FAULT,255,998,OPEN,Ramping FWD PWM
39305,6615,0,Tower_A,FWD_RAMP,220,0,220,903,10344,88,2.5254,30.69,30.53,FAULT,255,1491,OPEN,Ramping FWD PWM
39347,6657,0,Tower_A,FWD_RAMP,220,0,220,988,10429,85,2.5461,29.65,29.49,OK,255,2039,OPEN,Ramping FWD PWM
39391,6701,0,Tower_A,FWD_RAMP,220,0,220,1082,10523,94,2.5691,31.29,31.13,OK,184,2144,OPEN,Ramping FWD PWM
39433,6743,0,Tower_A,FWD_RAMP,220,0,220,1157,10599,76,2.5876,26.51,26.37,OK,121,2145,OPEN,Ramping FWD PWM
39475,6785,0,Tower_A,FWD_RAMP,220,0,220,1230,10672,73,2.6055,25.46,25.33,OK,91,2144,OPEN,Ramping FWD PWM
39517,6827,0,Tower_A,FWD_RAMP,220,0,220,1314,10755,83,2.6257,28.95,28.80,OK,75,2111,OPEN,Ramping FWD PWM
39559,6869,0,Tower_A,FWD_RAMP,220,0,220,1391,10832,77,2.6445,26.86,26.72,OK,73,2129,OPEN,Ramping FWD PWM
39603,6913,0,Tower_A,FWD_RAMP,220,0,220,1475,10917,85,2.6653,28.30,28.15,OK,73,2049,OPEN,Ramping FWD PWM
39793,7103,0,Tower_A,FWD_RAMP,220,0,220,1803,11245,328,2.7454,25.29,25.16,FAULT,255,1071,OPEN,Ramping FWD PWM
39995,7305,0,Tower_A,FWD_RAMP,220,0,220,2931,12375,1130,3.0212,81.94,81.52,FAULT,255,485,OPEN,Ramping FWD PWM
40205,7515,0,Tower_A,FWD_RAMP,220,0,220,3307,12748,373,3.1123,26.02,25.88,OK,110,2123,OPEN,Ramping FWD PWM
40247,7557,0,Tower_A,FWD_RAMP,220,0,220,3387,12828,80,3.1318,27.90,27.76,OK,84,2120,OPEN,Ramping FWD PWM
40292,7602,0,Tower_A,FWD_RAMP,220,0,220,3486,12928,100,3.1562,32.55,32.38,OK,70,2135,OPEN,Ramping FWD PWM
40335,7645,0,Tower_A,FWD_RAMP,220,0,220,3565,13006,78,3.1753,26.57,26.43,OK,68,2086,OPEN,Ramping FWD PWM
40378,7688,0,Tower_A,FWD_RAMP,220,0,220,3674,13115,109,3.2019,37.13,36.94,OK,78,2058,OPEN,Ramping FWD PWM
40421,7731,0,Tower_A,FWD_RAMP,220,0,220,3764,13205,90,3.2239,30.66,30.50,OK,102,2056,OPEN,Ramping FWD PWM
40464,7774,0,Tower_A,FWD_RAMP,220,0,220,3864,13305,100,3.2483,34.07,33.89,OK,144,2055,OPEN,Ramping FWD PWM
40509,7819,0,Tower_A,FWD_RAMP,255,0,255,3968,13409,104,3.2737,33.85,33.68,OK,212,2042,OPEN,Ramping FWD PWM
40551,7861,0,Tower_A,FWD_RAMP,255,0,255,9,13544,135,3.3066,47.08,46.84,FAULT,255,1641,OPEN,Ramping FWD PWM
40666,7976,0,Tower_A,FWD_RAMP,255,0,255,607,14144,600,3.4531,76.43,76.03,FAULT,255,1162,OPEN,Ramping FWD PWM
40708,8018,0,Tower_A,FWD_RAMP,255,0,255,754,14291,147,3.4890,51.27,51.00,FAULT,255,1494,OPEN,Ramping FWD PWM
40752,8062,0,Tower_A,FWD_RAMP,255,0,255,895,14432,141,3.5234,46.94,46.70,OK,255,1950,OPEN,Ramping FWD PWM
40794,8104,0,Tower_A,FWD_RAMP,255,0,255,1016,14553,121,3.5530,42.20,41.98,OK,190,2135,OPEN,Ramping FWD PWM
40836,8146,0,Tower_A,FWD_RAMP,255,0,255,1115,14651,98,3.5769,34.18,34.00,OK,132,2133,OPEN,Ramping FWD PWM
40878,8188,0,Tower_A,FWD_RAMP,255,0,255,1219,14756,105,3.6025,36.62,36.43,OK,93,2114,OPEN,Ramping FWD PWM
40920,8230,0,Tower_A,FWD_RAMP,255,0,255,1315,14853,97,3.6262,33.83,33.66,OK,79,2132,OPEN,Ramping FWD PWM
40964,8274,0,Tower_A,FWD_RAMP,255,0,255,1420,14957,104,3.6516,34.62,34.44,OK,77,2096,OPEN,Ramping FWD PWM
41006,8316,0,Tower_A,FWD_RAMP,255,0,255,1525,15062,105,3.6772,36.62,36.43,OK,91,2064,OPEN,Ramping FWD PWM
41048,8358,0,Tower_A,FWD_RAMP,255,0,255,1637,15173,111,3.7043,38.71,38.51,OK,131,2047,OPEN,Ramping FWD PWM
41149,8459,0,Tower_A,FWD_RAMP,255,0,255,1880,15417,244,3.7639,35.39,35.21,FAULT,255,1089,OPEN,Ramping FWD PWM
41191,8501,0,Tower_A,FWD_RAMP,255,0,255,2071,15605,188,3.8098,65.57,65.23,FAULT,255,653,OPEN,Ramping FWD PWM
41235,8545,0,Tower_A,FWD_RAMP,255,0,255,2407,15940,335,3.8916,111.53,110.95,FAULT,255,444,OPEN,Ramping FWD PWM
41277,8587,0,Tower_A,FWD_RAMP,255,0,255,2719,16255,315,3.9685,109.86,109.30,FAULT,255,423,OPEN,Ramping FWD PWM
41319,8629,0,Tower_A,FWD_RAMP,255,0,255,2872,16411,156,4.0066,54.41,54.13,FAULT,255,694,OPEN,Ramping FWD PWM
41361,8671,0,Tower_A,FWD_RAMP,255,0,255,2982,16520,109,4.0332,38.02,37.82,FAULT,255,1176,OPEN,Ramping FWD PWM
41403,8713,0,Tower_A,FWD_RAMP,255,0,255,3111,16648,128,4.0645,44.64,44.41,FAULT,255,1832,OPEN,Ramping FWD PWM
41447,8757,0,Tower_A,FWD_RAMP,255,0,255,3214,16752,104,4.0898,34.62,34.44,OK,185,2180,OPEN,Ramping FWD PWM
41489,8799,0,Tower_A,FWD_RAMP,255,0,255,3302,16839,87,4.1111,30.34,30.19,OK,117,2122,OPEN,Ramping FWD PWM
41590,8900,0,Tower_A,FWD_RAMP,255,0,255,3543,17080,241,4.1699,34.95,34.77,OK,67,2110,OPEN,Ramping FWD PWM
41632,8942,0,Tower_A,FWD_RAMP,255,0,255,3658,17195,115,4.1980,40.11,39.90,OK,73,2063,OPEN,Ramping FWD PWM
41676,8986,0,Tower_A,FWD_RAMP,255,0,255,3780,17317,122,4.2278,40.62,40.41,OK,99,2056,OPEN,Ramping FWD PWM
41718,9028,0,Tower_A,FWD_RAMP,255,0,255,3892,17429,112,4.2551,39.06,38.86,OK,155,2037,OPEN,Ramping FWD PWM
41760,9070,0,Tower_A,FWD_RAMP,255,0,255,4029,17565,136,4.2883,47.43,47.19,OK,247,2018,OPEN,Ramping FWD PWM
