TimestampMs,ElapsedMs,Tower,LimitState,TotalRotations,RawCounts,SpeedRPM,SpeedMMs,DrivePWM
--- NEW UPWARD HOMING EXPERIMENT SESSION ---
28408,7511,A,OPEN,-0.6953,-2848,0.00,0.00,180
28408,7511,B,CLICKED,3.2527,13323,30.73,30.57,0
28408,7511,C,OPEN,3.3513,13727,21.97,21.86,0
28458,7561,A,OPEN,-0.6956,-2849,-0.88,-0.87,180
28458,7561,B,CLICKED,3.2527,13323,30.73,30.57,0
28458,7561,C,OPEN,3.3513,13727,21.97,21.86,0
28508,7611,A,OPEN,-0.6963,-2852,-0.29,-0.29,180
28508,7611,B,CLICKED,3.2527,13323,30.73,30.57,0
28508,7611,C,OPEN,3.3513,13727,21.97,21.86,0
28558,7661,A,OPEN,-0.6968,-2854,-0.88,-0.87,180
28558,7661,B,CLICKED,3.2527,13323,30.73,30.57,0
28558,7661,C,OPEN,3.3513,13727,21.97,21.86,0
28608,7711,A,OPEN,-0.6965,-2853,0.29,0.29,180
28608,7711,B,CLICKED,3.2527,13323,30.73,30.57,0
28608,7711,C,OPEN,3.3513,13727,21.97,21.86,0
28658,7761,A,OPEN,-0.6970,-2855,-0.59,-0.58,180
28658,7761,B,CLICKED,3.2527,13323,30.73,30.57,0
28658,7761,C,OPEN,3.3513,13727,21.97,21.86,0
28708,7811,A,OPEN,-0.6970,-2855,0.00,0.00,180
28708,7811,B,CLICKED,3.2527,13323,30.73,30.57,0
28708,7811,C,OPEN,3.3513,13727,21.97,21.86,0
28758,7861,A,OPEN,-0.7004,-2869,-3.52,-3.50,180
28758,7861,B,CLICKED,3.2527,13323,30.73,30.57,0
28758,7861,C,OPEN,3.3513,13727,21.97,21.86,0
28808,7911,A,OPEN,-0.7051,-2888,-6.15,-6.12,180
28808,7911,B,CLICKED,3.2527,13323,30.73,30.57,0
28808,7911,C,OPEN,3.3513,13727,21.97,21.86,0
28858,7961,A,OPEN,-0.7070,-2896,-2.05,-2.04,180
28858,7961,B,CLICKED,3.2527,13323,30.73,30.57,0
28858,7961,C,OPEN,3.3513,13727,21.97,21.86,0
28908,8011,A,OPEN,-0.7061,-2892,0.88,0.87,180
28908,8011,B,CLICKED,3.2527,13323,30.73,30.57,0
28908,8011,C,OPEN,3.3513,13727,21.97,21.86,0
28958,8061,A,OPEN,-0.7097,-2907,-4.10,-4.08,180
28958,8061,B,CLICKED,3.2527,13323,30.73,30.57,0
28958,8061,C,OPEN,3.3513,13727,21.97,21.86,0
29008,8111,A,OPEN,-0.7109,-2912,-1.76,-1.75,180
29008,8111,B,CLICKED,3.2527,13323,30.73,30.57,0
29008,8111,C,OPEN,3.3513,13727,21.97,21.86,0
29058,8161,A,OPEN,-0.7102,-2909,0.88,0.87,180
29058,8161,B,CLICKED,3.2527,13323,30.73,30.57,0
29058,8161,C,OPEN,3.3513,13727,21.97,21.86,0
29108,8211,A,OPEN,-0.7090,-2904,1.46,1.46,180
29108,8211,B,CLICKED,3.2527,13323,30.73,30.57,0
29108,8211,C,OPEN,3.3513,13727,21.97,21.86,0
29158,8261,A,OPEN,-0.7095,-2906,-0.59,-0.58,180
29158,8261,B,CLICKED,3.2527,13323,30.73,30.57,0
29158,8261,C,OPEN,3.3513,13727,21.97,21.86,0
29208,8311,A,OPEN,-0.7109,-2912,-1.76,-1.75,180
29208,8311,B,CLICKED,3.2527,13323,30.73,30.57,0
29208,8311,C,OPEN,3.3513,13727,21.97,21.86,0
29258,8361,A,OPEN,-0.7092,-2905,2.05,2.04,180
29258,8361,B,CLICKED,3.2527,13323,30.73,30.57,0
29258,8361,C,OPEN,3.3513,13727,21.97,21.86,0
29308,8411,A,OPEN,-0.7078,-2899,1.46,1.46,180
29308,8411,B,CLICKED,3.2527,13323,30.73,30.57,0
29308,8411,C,OPEN,3.3513,13727,21.97,21.86,0
29358,8461,A,OPEN,-0.7036,-2882,5.27,5.25,180
29358,8461,B,CLICKED,3.2527,13323,30.73,30.57,0
29358,8461,C,OPEN,3.3513,13727,21.97,21.86,0
29408,8511,A,OPEN,-0.6980,-2859,6.74,6.70,180
29408,8511,B,CLICKED,3.2527,13323,30.73,30.57,0
29408,8511,C,OPEN,3.3513,13727,21.97,21.86,0
29458,8561,A,OPEN,-0.6902,-2827,9.08,9.04,180
29458,8561,B,CLICKED,3.2527,13323,30.73,30.57,0
29458,8561,C,OPEN,3.3513,13727,21.97,21.86,0
29508,8611,A,OPEN,-0.6809,-2789,11.13,11.08,180
29508,8611,B,CLICKED,3.2527,13323,30.73,30.57,0
29508,8611,C,OPEN,3.3513,13727,21.97,21.86,0
29558,8661,A,OPEN,-0.6702,-2745,12.89,12.82,180
29558,8661,B,CLICKED,3.2527,13323,30.73,30.57,0
29558,8661,C,OPEN,3.3513,13727,21.97,21.86,0
29608,8711,A,OPEN,-0.6550,-2683,18.16,18.07,180
29608,8711,B,CLICKED,3.2527,13323,30.73,30.57,0
29608,8711,C,OPEN,3.3513,13727,21.97,21.86,0
29658,8761,A,OPEN,-0.6445,-2640,12.60,12.53,180
29658,8761,B,CLICKED,3.2527,13323,30.73,30.57,0
29658,8761,C,OPEN,3.3513,13727,21.97,21.86,0
29708,8811,A,OPEN,-0.6350,-2601,11.43,11.37,180
29708,8811,B,CLICKED,3.2527,13323,30.73,30.57,0
29708,8811,C,OPEN,3.3513,13727,21.97,21.86,0
29758,8861,A,OPEN,-0.6338,-2596,1.76,1.75,180
29758,8861,B,CLICKED,3.2527,13323,30.73,30.57,0
29758,8861,C,OPEN,3.3513,13727,21.97,21.86,0
29808,8911,A,OPEN,-0.6348,-2600,-1.17,-1.17,180
29808,8911,B,CLICKED,3.2527,13323,30.73,30.57,0
29808,8911,C,OPEN,3.3513,13727,21.97,21.86,0
29858,8961,A,OPEN,-0.6343,-2598,0.59,0.58,180
29858,8961,B,CLICKED,3.2527,13323,30.73,30.57,0
29858,8961,C,OPEN,3.3513,13727,21.97,21.86,0
29908,9011,A,OPEN,-0.6340,-2597,0.59,0.58,180
29908,9011,B,CLICKED,3.2527,13323,30.73,30.57,0
29908,9011,C,OPEN,3.3513,13727,21.97,21.86,0
29958,9061,A,OPEN,-0.6343,-2598,-0.59,-0.58,180
29958,9061,B,CLICKED,3.2527,13323,30.73,30.57,0
29958,9061,C,OPEN,3.3513,13727,21.97,21.86,0
30008,9111,A,OPEN,-0.6343,-2598,0.00,0.00,180
30008,9111,B,CLICKED,3.2527,13323,30.73,30.57,0
30008,9111,C,OPEN,3.3513,13727,21.97,21.86,0
30058,9161,A,OPEN,-0.6350,-2601,-0.59,-0.58,180
30058,9161,B,CLICKED,3.2527,13323,30.73,30.57,0
30058,9161,C,OPEN,3.3513,13727,21.97,21.86,0
30108,9211,A,OPEN,-0.6340,-2597,0.88,0.87,180
30108,9211,B,CLICKED,3.2527,13323,30.73,30.57,0
30108,9211,C,OPEN,3.3513,13727,21.97,21.86,0
30158,9261,A,OPEN,-0.6333,-2594,0.88,0.87,180
30158,9261,B,CLICKED,3.2527,13323,30.73,30.57,0
30158,9261,C,OPEN,3.3513,13727,21.97,21.86,0
30208,9311,A,OPEN,-0.6296,-2579,4.10,4.08,180
30208,9311,B,CLICKED,3.2527,13323,30.73,30.57,0
30208,9311,C,OPEN,3.3513,13727,21.97,21.86,0
30258,9361,A,OPEN,-0.6292,-2577,0.88,0.87,180
30258,9361,B,CLICKED,3.2527,13323,30.73,30.57,0
30258,9361,C,OPEN,3.3513,13727,21.97,21.86,0
30308,9411,A,OPEN,-0.6404,-2623,-12.89,-12.82,180
30308,9411,B,CLICKED,3.2527,13323,30.73,30.57,0
30308,9411,C,OPEN,3.3513,13727,21.97,21.86,0
30358,9461,A,OPEN,-0.6667,-2731,-31.35,-31.19,180
30358,9461,B,CLICKED,3.2527,13323,30.73,30.57,0
30358,9461,C,OPEN,3.3513,13727,21.97,21.86,0
30408,9511,A,OPEN,-0.7061,-2892,-47.75,-47.51,180
30408,9511,B,CLICKED,3.2527,13323,30.73,30.57,0
30408,9511,C,OPEN,3.3513,13727,21.97,21.86,0
30458,9561,A,OPEN,-0.7703,-3155,-75.88,-75.49,180
30458,9561,B,CLICKED,3.2527,13323,30.73,30.57,0
30458,9561,C,OPEN,3.3513,13727,21.97,21.86,0
30508,9611,A,OPEN,-0.8259,-3383,-67.38,-67.03,180
30508,9611,B,CLICKED,3.2527,13323,30.73,30.57,0
30508,9611,C,OPEN,3.3513,13727,21.97,21.86,0
30558,9661,A,OPEN,-0.8574,-3512,-37.79,-37.60,180
30558,9661,B,CLICKED,3.2527,13323,30.73,30.57,0
30558,9661,C,OPEN,3.3513,13727,21.97,21.86,0
30608,9711,A,OPEN,-0.8911,-3650,-40.72,-40.51,180
30608,9711,B,CLICKED,3.2527,13323,30.73,30.57,0
30608,9711,C,OPEN,3.3513,13727,21.97,21.86,0
30658,9761,A,OPEN,-0.9011,-3691,-12.01,-11.95,180
30658,9761,B,CLICKED,3.2527,13323,30.73,30.57,0
30658,9761,C,OPEN,3.3513,13727,21.97,21.86,0
30708,9811,A,OPEN,-0.9233,-3782,-26.66,-26.52,180
30708,9811,B,CLICKED,3.2527,13323,30.73,30.57,0
30708,9811,C,OPEN,3.3513,13727,21.97,21.86,0
30758,9861,A,OPEN,-0.9268,-3796,-4.98,-4.95,180
30758,9861,B,CLICKED,3.2527,13323,30.73,30.57,0
30758,9861,C,OPEN,3.3513,13727,21.97,21.86,0
30808,9911,A,OPEN,-0.9214,-3774,6.45,6.41,180
30808,9911,B,CLICKED,3.2527,13323,30.73,30.57,0
30808,9911,C,OPEN,3.3513,13727,21.97,21.86,0
30858,9961,A,OPEN,-0.9226,-3779,-1.17,-1.17,180
30858,9961,B,CLICKED,3.2527,13323,30.73,30.57,0
30858,9961,C,OPEN,3.3513,13727,21.97,21.86,0
30908,10011,A,OPEN,-0.9199,-3768,3.22,3.21,180
30908,10011,B,CLICKED,3.2527,13323,30.73,30.57,0
30908,10011,C,OPEN,3.3513,13727,21.97,21.86,0
30958,10061,A,OPEN,-0.9243,-3786,-5.27,-5.25,180
30958,10061,B,CLICKED,3.2527,13323,30.73,30.57,0
30958,10061,C,OPEN,3.3513,13727,21.97,21.86,0
31008,10111,A,OPEN,-0.9124,-3737,14.65,14.57,180
31008,10111,B,CLICKED,3.2527,13323,30.73,30.57,0
31008,10111,C,OPEN,3.3513,13727,21.97,21.86,0
31058,10161,A,OPEN,-0.9534,-3905,-47.75,-47.51,180
31058,10161,B,CLICKED,3.2527,13323,30.73,30.57,0
31058,10161,C,OPEN,3.3513,13727,21.97,21.86,0
31108,10211,A,OPEN,-1.0186,-4172,-77.64,-77.24,180
31108,10211,B,CLICKED,3.2527,13323,30.73,30.57,0
31108,10211,C,OPEN,3.3513,13727,21.97,21.86,0
31158,10261,A,OPEN,-1.1353,-4650,-140.04,-139.32,180
31158,10261,B,CLICKED,3.2527,13323,30.73,30.57,0
31158,10261,C,OPEN,3.3513,13727,21.97,21.86,0
31208,10311,A,OPEN,-1.1812,-4838,-57.13,-56.83,180
31208,10311,B,CLICKED,3.2527,13323,30.73,30.57,0
31208,10311,C,OPEN,3.3513,13727,21.97,21.86,0
31258,10361,A,OPEN,-1.1953,-4896,-17.29,-17.20,180
31258,10361,B,CLICKED,3.2527,13323,30.73,30.57,0
31258,10361,C,OPEN,3.3513,13727,21.97,21.86,0
31308,10411,A,OPEN,-1.1919,-4882,4.10,4.08,180
31308,10411,B,CLICKED,3.2527,13323,30.73,30.57,0
31308,10411,C,OPEN,3.3513,13727,21.97,21.86,0
31358,10461,A,OPEN,-1.1841,-4850,9.38,9.33,180
31358,10461,B,CLICKED,3.2527,13323,30.73,30.57,0
31358,10461,C,OPEN,3.3513,13727,21.97,21.86,0
31408,10511,A,OPEN,-1.1743,-4810,11.43,11.37,180
31408,10511,B,CLICKED,3.2527,13323,30.73,30.57,0
31408,10511,C,OPEN,3.3513,13727,21.97,21.86,0
31458,10561,A,OPEN,-1.1655,-4774,10.84,10.78,180
31458,10561,B,CLICKED,3.2527,13323,30.73,30.57,0
31458,10561,C,OPEN,3.3513,13727,21.97,21.86,0
31508,10611,A,OPEN,-1.1611,-4756,5.27,5.25,180
31508,10611,B,CLICKED,3.2527,13323,30.73,30.57,0
31508,10611,C,OPEN,3.3513,13727,21.97,21.86,0
31558,10661,A,OPEN,-1.1560,-4735,5.57,5.54,180
31558,10661,B,CLICKED,3.2527,13323,30.73,30.57,0
31558,10661,C,OPEN,3.3513,13727,21.97,21.86,0
31608,10711,A,OPEN,-1.1577,-4742,-1.17,-1.17,180
31608,10711,B,CLICKED,3.2527,13323,30.73,30.57,0
31608,10711,C,OPEN,3.3513,13727,21.97,21.86,0
31658,10761,A,OPEN,-1.1575,-4741,0.00,0.00,180
31658,10761,B,CLICKED,3.2527,13323,30.73,30.57,0
31658,10761,C,OPEN,3.3513,13727,21.97,21.86,0
31708,10811,A,OPEN,-1.1558,-4734,2.34,2.33,180
31708,10811,B,CLICKED,3.2527,13323,30.73,30.57,0
31708,10811,C,OPEN,3.3513,13727,21.97,21.86,0
31758,10861,A,OPEN,-1.1621,-4760,-7.62,-7.58,180
31758,10861,B,CLICKED,3.2527,13323,30.73,30.57,0
31758,10861,C,OPEN,3.3513,13727,21.97,21.86,0
31808,10911,A,OPEN,-1.1638,-4767,-2.34,-2.33,180
31808,10911,B,CLICKED,3.2527,13323,30.73,30.57,0
31808,10911,C,OPEN,3.3513,13727,21.97,21.86,0
31858,10961,A,OPEN,-1.1633,-4765,0.59,0.58,180
31858,10961,B,CLICKED,3.2527,13323,30.73,30.57,0
31858,10961,C,OPEN,3.3513,13727,21.97,21.86,0
--- EXPERIMENT FINAL SUMMARY ---
TotalDurationMs,10979
Summary,Tower_0,CLICKED,TimeSec,10.979,Rotations,-1.1616,Counts,-4758,AvgRPM,-6.35,TravelMM,-69.34
Summary,Tower_1,CLICKED,TimeSec,6.588,Rotations,3.2527,Counts,13323,AvgRPM,29.62,TravelMM,194.15
Summary,Tower_2,CLICKED,TimeSec,6.787,Rotations,3.3513,Counts,13727,AvgRPM,29.63,TravelMM,200.04
--- NEW UPWARD HOMING EXPERIMENT SESSION ---
--- NEW UPWARD HOMING EXPERIMENT SESSION ---
55657,50,A,OPEN,0.0115,47,8.79,8.74,200
55657,50,B,OPEN,0.0103,42,10.05,10.00,200
55657,50,C,OPEN,0.0061,25,7.32,7.29,200
55707,100,A,OPEN,0.0408,167,31.64,31.48,200
55707,100,B,OPEN,0.0337,138,27.54,27.40,200
55707,100,C,OPEN,0.0203,83,16.99,16.90,200
55757,150,A,OPEN,0.0857,351,50.84,50.58,200
55757,150,B,OPEN,0.0571,234,28.71,28.56,200
55757,150,C,OPEN,0.0400,164,23.73,23.61,200
55823,216,A,OPEN,0.1179,483,32.38,32.21,200
55823,216,B,OPEN,0.0913,374,30.76,30.60,200
55823,216,C,OPEN,0.0767,314,33.29,33.12,200
55873,266,A,OPEN,0.1309,536,15.53,15.45,200
55873,266,B,OPEN,0.1155,473,29.00,28.85,200
55873,266,C,OPEN,0.1069,438,36.33,36.14,200
55923,316,A,OPEN,0.1450,594,16.99,16.90,200
55923,316,B,OPEN,0.1409,577,30.47,30.31,200
55923,316,C,OPEN,0.1394,571,38.96,38.76,200
55973,366,A,OPEN,0.1565,641,13.77,13.70,200
55973,366,B,OPEN,0.1689,692,33.03,32.86,200
55973,366,C,OPEN,0.1724,706,39.55,39.35,200
56023,416,A,OPEN,0.1667,683,12.30,12.24,200
56023,416,B,OPEN,0.1985,813,35.45,35.27,200
56023,416,C,OPEN,0.2056,842,39.84,39.64,200
56074,467,A,OPEN,0.1748,716,9.48,9.43,200
56074,467,B,OPEN,0.2258,925,32.81,32.64,200
56074,467,C,OPEN,0.2368,970,36.76,36.57,200
56124,517,A,OPEN,0.1882,771,16.11,16.03,200
56124,517,B,OPEN,0.2595,1063,39.64,39.43,200
56124,517,C,OPEN,0.2646,1084,33.40,33.23,200
56174,567,A,OPEN,0.1941,795,7.03,6.99,200
56174,567,B,OPEN,0.2878,1179,33.98,33.81,200
56174,567,C,OPEN,0.2942,1205,35.45,35.27,200
56224,617,A,OPEN,0.2002,820,7.32,7.29,200
56224,617,B,OPEN,0.3154,1292,33.11,32.93,200
56224,617,C,OPEN,0.3196,1309,30.47,30.31,200
56274,667,A,OPEN,0.1816,744,-22.27,-22.15,200
56274,667,B,OPEN,0.3425,1403,32.52,32.35,200
56274,667,C,OPEN,0.3467,1420,32.52,32.35,200
56325,718,A,OPEN,0.0078,32,-204.50,-203.45,200
56325,718,B,OPEN,0.3660,1499,28.12,27.98,200
56325,718,C,OPEN,0.3730,1528,31.02,30.86,200
56375,768,A,OPEN,-0.0977,-400,-126.56,-125.91,200
56375,768,B,OPEN,0.3923,1607,31.64,31.48,200
56375,768,C,OPEN,0.4001,1639,32.52,32.35,200
56425,818,A,OPEN,-0.1006,-412,-3.52,-3.50,200
56425,818,B,OPEN,0.4182,1713,31.05,30.89,200
56425,818,C,OPEN,0.4263,1746,31.35,31.19,200
56475,868,A,OPEN,-0.0862,-353,17.29,17.20,200
56475,868,B,OPEN,0.4429,1814,29.59,29.44,200
56475,868,C,OPEN,0.4524,1853,31.35,31.19,200
56525,918,A,OPEN,-0.0940,-385,-9.38,-9.33,200
56525,918,B,OPEN,0.4680,1917,29.58,29.43,200
56525,918,C,OPEN,0.4771,1954,29.59,29.44,200
56575,968,A,OPEN,-0.1448,-593,-9.38,-9.33,200
56575,968,B,OPEN,0.4915,2013,29.58,29.43,200
56575,968,C,OPEN,0.5024,2058,29.59,29.44,200
56625,1018,A,OPEN,-0.2913,-1193,-96.56,-96.06,200
56625,1018,B,OPEN,0.5142,2106,25.53,25.40,200
56625,1018,C,OPEN,0.5256,2153,29.30,29.15,200
56676,1069,A,OPEN,-0.3525,-1444,-150.59,-149.81,200
56676,1069,B,OPEN,0.5371,2200,31.02,30.86,200
56676,1069,C,OPEN,0.5532,2266,29.59,29.44,200
56727,1120,A,OPEN,-0.3594,-1472,-29.85,-29.70,200
56727,1120,B,OPEN,0.5647,2313,29.86,29.71,200
56727,1120,C,OPEN,0.5784,2369,31.78,31.62,200
56777,1170,A,OPEN,-0.3513,-1439,4.98,4.95,200
56777,1170,B,OPEN,0.5852,2397,26.95,26.81,200
56777,1170,C,OPEN,0.6069,2486,31.35,31.19,200
56827,1220,A,OPEN,-0.3386,-1387,11.13,11.08,200
56827,1220,B,OPEN,0.6106,2501,29.30,29.15,200
56827,1220,C,OPEN,0.6328,2592,32.52,32.35,200
56877,1270,A,OPEN,-0.3235,-1325,21.09,20.98,200
56877,1270,B,OPEN,0.6289,2576,22.69,22.57,200
56877,1270,C,OPEN,0.6687,2739,37.79,37.60,200
56927,1320,A,OPEN,-0.3149,-1290,12.30,12.24,200
56927,1320,B,OPEN,0.6514,2668,29.88,29.73,200
56927,1320,C,OPEN,0.7014,2873,39.84,39.64,200
56977,1370,A,OPEN,-0.3062,-1254,12.01,11.95,200
56977,1370,B,OPEN,0.6760,2769,24.02,23.90,200
56977,1370,C,OPEN,0.7351,3011,42.19,41.97,200
57027,1420,A,OPEN,-0.2991,-1225,6.15,6.12,200
57027,1420,B,OPEN,0.6965,2853,23.73,23.61,200
57027,1420,C,OPEN,0.7637,3128,35.45,35.27,200
57078,1471,A,OPEN,-0.3032,-1242,4.88,4.86,200
57078,1471,B,OPEN,0.7219,2957,32.81,32.64,200
57078,1471,C,OPEN,0.7903,3237,34.75,34.57,200
57128,1521,A,OPEN,-0.3381,-1385,-10.84,-10.78,200
57128,1521,B,OPEN,0.7617,3120,39.55,39.35,200
57128,1521,C,OPEN,0.8186,3353,31.35,31.19,200
57179,1572,A,OPEN,-0.5093,-2086,-104.88,-104.34,200
57179,1572,B,OPEN,0.7971,3265,41.60,41.39,200
57179,1572,C,OPEN,0.8447,3460,33.11,32.93,200
57229,1622,A,OPEN,-0.5798,-2375,-182.81,-181.87,200
57229,1622,B,OPEN,0.8254,3381,39.26,39.06,200
57229,1622,C,OPEN,0.8735,3578,32.81,32.64,200
57280,1673,A,OPEN,-0.6067,-2485,-56.62,-56.33,200
57280,1673,B,OPEN,0.8518,3489,32.11,31.95,200
57280,1673,C,OPEN,0.8984,3680,31.83,31.67,200
57330,1723,A,OPEN,-0.6033,-2471,-12.89,-12.82,200
57330,1723,B,OPEN,0.8755,3586,30.47,30.31,200
57330,1723,C,OPEN,0.9221,3777,29.30,29.15,200
57381,1774,A,OPEN,-0.6001,-2458,7.91,7.87,200
57381,1774,B,OPEN,0.9036,3701,29.88,29.73,200
57381,1774,C,OPEN,0.9402,3851,23.44,23.32,200
57431,1824,A,OPEN,-0.5930,-2429,4.51,4.48,200
57431,1824,B,OPEN,0.9297,3808,32.11,31.95,200
57431,1824,C,OPEN,0.9580,3924,21.69,21.58,200
57481,1874,A,OPEN,-0.5906,-2419,10.91,10.86,200
57481,1874,B,OPEN,0.9575,3922,31.93,31.77,200
57481,1874,C,OPEN,0.9736,3988,20.11,20.00,200
57531,1924,A,OPEN,-0.6013,-2463,-4.39,-4.37,200
57531,1924,B,OPEN,0.9890,4051,36.62,36.43,200
57531,1924,C,OPEN,0.9907,4058,19.04,18.94,200
57581,1974,A,OPEN,-0.6272,-2569,-7.62,-7.58,200
57581,1974,B,OPEN,1.0164,4163,36.62,36.43,200
57581,1974,C,OPEN,1.0083,4130,21.39,21.28,200
57632,2025,A,OPEN,-0.7065,-2894,-70.61,-70.24,200
57632,2025,B,OPEN,1.0425,4270,32.81,32.64,200
57632,2025,C,OPEN,1.0288,4214,21.97,21.86,200
57682,2075,A,OPEN,-0.7786,-3189,-74.12,-73.74,200
57682,2075,B,OPEN,1.0645,4360,28.71,28.56,200
57682,2075,C,OPEN,1.0447,4279,24.61,24.48,200
57732,2125,A,OPEN,-0.8210,-3363,-92.87,-92.39,200
57732,2125,B,OPEN,1.0850,4444,24.90,24.77,200
57732,2125,C,OPEN,1.0637,4357,20.21,20.11,200
57782,2175,A,OPEN,-0.8367,-3427,-33.69,-33.52,200
57782,2175,B,OPEN,1.1064,4532,23.14,23.03,200
57782,2175,C,OPEN,1.0757,4406,21.68,21.57,200
57832,2225,A,OPEN,-0.8450,-3461,-20.68,-20.57,200
57832,2225,B,OPEN,1.1306,4631,26.71,26.57,200
57832,2225,C,OPEN,1.0945,4483,13.79,13.72,200
57882,2275,A,OPEN,-0.8428,-3452,0.00,0.00,200
57882,2275,B,OPEN,1.1545,4729,25.78,25.65,200
57882,2275,C,OPEN,1.1067,4533,23.73,23.61,200
57932,2325,A,OPEN,-0.8411,-3445,-0.88,-0.87,200
57932,2325,B,OPEN,1.1794,4831,32.52,32.35,200
57932,2325,C,OPEN,1.1311,4633,16.99,16.90,200
57983,2376,A,OPEN,-0.8335,-3414,8.20,8.16,200
57983,2376,B,OPEN,1.2041,4932,28.71,28.56,200
57983,2376,C,OPEN,1.1555,4733,32.81,32.64,200
58034,2427,A,OPEN,-0.8318,-3407,3.52,3.50,200
58034,2427,B,OPEN,1.2302,5039,33.98,33.81,200
58034,2427,C,OPEN,1.1848,4853,26.66,26.52,200
58084,2477,A,OPEN,-0.8284,-3393,5.57,5.54,200
58084,2477,B,OPEN,1.2593,5158,31.05,30.89,200
58084,2477,C,OPEN,1.2102,4957,35.16,34.97,200
58134,2527,A,OPEN,-0.8328,-3411,-3.22,-3.21,200
58134,2527,B,OPEN,1.2903,5285,37.79,37.60,200
58134,2527,C,OPEN,1.2358,5062,30.47,30.31,200
58184,2577,A,OPEN,-0.8389,-3436,-0.88,-0.87,200
58184,2577,B,OPEN,1.3232,5420,35.49,35.31,200
58184,2577,C,OPEN,1.2578,5152,28.42,28.27,200
58234,2627,A,OPEN,-0.8684,-3557,-19.92,-19.82,200
58234,2627,B,OPEN,1.3459,5513,33.98,33.81,200
58234,2627,C,OPEN,1.2764,5228,26.66,26.52,200
58284,2677,A,OPEN,-0.9424,-3860,-37.21,-37.01,200
58284,2677,B,OPEN,1.3657,5594,25.20,25.07,200
58284,2677,C,OPEN,1.2949,5304,18.46,18.36,200
58334,2727,A,OPEN,-1.0488,-4296,-138.87,-138.15,200
58334,2727,B,OPEN,1.3853,5674,22.85,22.73,200
58334,2727,C,OPEN,1.3193,5404,26.07,25.94,200
58385,2778,A,OPEN,-1.0876,-4455,-64.91,-64.58,200
58385,2778,B,OPEN,1.4089,5771,24.32,24.19,200
58385,2778,C,OPEN,1.3420,5497,28.15,28.00,200
58435,2828,A,OPEN,-1.0950,-4485,-60.06,-59.75,200
58435,2828,B,OPEN,1.4326,5868,31.93,31.77,200
58435,2828,C,OPEN,1.3660,5595,28.42,28.27,200
58485,2878,A,OPEN,-1.0916,-4471,3.81,3.79,200
58485,2878,B,OPEN,1.4556,5962,25.49,25.36,200
58485,2878,C,OPEN,1.3870,5681,27.25,27.11,200
58535,2928,A,OPEN,-1.0774,-4413,12.01,11.95,200
58535,2928,B,OPEN,1.4805,6064,25.28,25.15,200
58535,2928,C,OPEN,1.4082,5768,25.78,25.65,200
58585,2978,A,OPEN,-1.0674,-4372,18.75,18.65,200
58585,2978,B,OPEN,1.4949,6123,23.73,23.61,200
58585,2978,C,OPEN,1.4275,5847,23.73,23.61,200
58635,3028,A,OPEN,-1.0574,-4331,7.62,7.58,200
58635,3028,B,OPEN,1.5142,6202,16.41,16.32,200
58635,3028,C,OPEN,1.4468,5926,22.27,22.15,200
58685,3078,A,OPEN,-1.0530,-4313,13.48,13.41,200
58685,3078,B,OPEN,1.5276,6257,27.83,27.69,200
58685,3078,C,OPEN,1.4644,5998,23.14,23.03,200
58735,3128,A,OPEN,-1.0542,-4318,0.29,0.29,200
58735,3128,B,OPEN,1.5505,6351,19.34,19.24,200
58735,3128,C,OPEN,1.4822,6071,19.53,19.43,200
58785,3178,A,OPEN,-1.0933,-4478,-15.23,-15.16,200
58785,3178,B,OPEN,1.5613,6395,28.71,28.56,200
58785,3178,C,OPEN,1.4993,6141,22.69,22.57,200
58835,3228,A,OPEN,-1.1846,-4852,-87.01,-86.56,200
58835,3228,B,OPEN,1.5774,6461,14.65,14.57,200
58835,3228,C,OPEN,1.5156,6208,18.46,18.36,200
58886,3279,A,OPEN,-1.2781,-5235,-125.80,-125.15,200
58886,3279,B,OPEN,1.6023,6563,27.83,27.69,200
58886,3279,C,OPEN,1.5354,6289,24.32,24.19,200
58936,3329,A,OPEN,-1.3052,-5346,-65.04,-64.70,200
58936,3329,B,OPEN,1.6228,6647,24.90,24.77,200
58936,3329,C,OPEN,1.5532,6362,20.51,20.40,200
58986,3379,A,OPEN,-1.3203,-5408,-16.99,-16.90,200
58986,3379,B,OPEN,1.6501,6759,22.56,22.44,200
58986,3379,C,OPEN,1.5750,6451,24.61,24.48,200
59036,3429,A,OPEN,-1.3167,-5393,-7.62,-7.58,200
59036,3429,B,OPEN,1.6675,6830,23.73,23.61,200
59036,3429,C,OPEN,1.5964,6539,23.73,23.61,200
59086,3479,A,OPEN,-1.3159,-5390,3.22,3.21,200
59086,3479,B,OPEN,1.7065,6990,33.61,33.43,200
59086,3479,C,OPEN,1.6211,6640,30.16,30.00,200
59136,3529,A,OPEN,-1.3088,-5361,3.52,3.50,200
59136,3529,B,OPEN,1.7410,7131,38.09,37.89,200
59136,3529,C,OPEN,1.6479,6750,27.25,27.11,200
59186,3579,A,OPEN,-1.3079,-5357,5.86,5.83,200
59186,3579,B,OPEN,1.7769,7278,52.15,51.88,200
59186,3579,C,OPEN,1.6770,6869,36.33,36.14,200
59236,3629,A,OPEN,-1.3047,-5344,2.64,2.62,200
59236,3629,B,OPEN,1.8069,7401,38.49,38.29,200
59236,3629,C,OPEN,1.7078,6995,36.62,36.43,200
59286,3679,A,OPEN,-1.3247,-5426,-0.88,-0.87,200
