TimestampMs,ElapsedMs,Tower,LimitState,TotalRotations,RawCounts,SpeedRPM,SpeedMMs,DrivePWM
--- NEW UPWARD HOMING EXPERIMENT SESSION ---
59286,3679,B,OPEN,1.8311,7500,33.98,33.81,200
59286,3679,C,OPEN,1.7378,7118,34.86,34.68,200
59336,3729,A,OPEN,-1.3806,-5655,-30.47,-30.31,200
59336,3729,B,OPEN,1.8542,7595,25.49,25.36,200
59336,3729,C,OPEN,1.7634,7223,34.86,34.68,200
59386,3779,A,OPEN,-1.5327,-6278,-98.73,-98.22,200
59386,3779,B,OPEN,1.8789,7696,27.83,27.69,200
59386,3779,C,OPEN,1.7883,7325,28.12,27.98,200
59437,3830,A,OPEN,-1.5957,-6536,-182.96,-182.02,200
59437,3830,B,OPEN,1.9048,7802,29.30,29.15,200
59437,3830,C,OPEN,1.8105,7416,29.59,29.44,200
59487,3880,A,OPEN,-1.6077,-6585,-37.50,-37.31,200
59487,3880,B,OPEN,1.9304,7907,33.40,33.23,200
59487,3880,C,OPEN,1.8362,7521,27.54,27.40,200
59537,3930,A,OPEN,-1.6042,-6571,-5.86,-5.83,200
59537,3930,B,OPEN,1.9587,8023,32.81,32.64,200
59537,3930,C,OPEN,1.8577,7609,30.76,30.60,200
59588,3981,A,OPEN,-1.5967,-6540,11.43,11.37,200
59588,3981,B,OPEN,1.9900,8151,36.04,35.85,200
59588,3981,C,OPEN,1.8831,7713,24.90,24.77,200
59638,4031,A,OPEN,-1.5896,-6511,7.04,7.01,200
59638,4031,B,OPEN,2.0183,8267,34.28,34.10,200
59638,4031,C,OPEN,1.9055,7805,30.16,30.00,200
59688,4081,A,OPEN,-1.5789,-6467,12.64,12.57,200
59688,4081,B,OPEN,2.0474,8386,36.33,36.14,200
59688,4081,C,OPEN,1.9285,7899,25.28,25.15,200
59738,4131,A,OPEN,-1.5784,-6465,5.27,5.25,200
59738,4131,B,OPEN,2.0693,8476,29.88,29.73,200
59738,4131,C,OPEN,1.9475,7977,26.95,26.81,200
59788,4181,A,OPEN,-1.5757,-6454,4.69,4.66,200
59788,4181,B,OPEN,2.0896,8559,24.32,24.19,200
59788,4181,C,OPEN,1.9646,8047,21.39,21.28,200
59839,4232,A,OPEN,-1.6287,-6671,-109.28,-108.71,200
59839,4232,B,OPEN,2.1165,8669,30.18,30.02,200
59839,4232,C,OPEN,1.9878,8142,29.88,29.73,200
59889,4282,A,OPEN,-1.7095,-7002,-19.04,-18.94,200
59889,4282,B,OPEN,2.1453,8787,26.95,26.81,200
59889,4282,C,OPEN,2.0137,8248,24.02,23.90,200
59939,4332,A,OPEN,-1.8354,-7518,-142.09,-141.36,200
59939,4332,B,OPEN,2.1699,8888,30.18,30.02,200
59939,4332,C,OPEN,2.0371,8344,29.59,29.44,200
59989,4382,A,OPEN,-1.8523,-7587,-81.86,-81.44,200
59989,4382,B,OPEN,2.2041,9028,39.92,39.72,200
59989,4382,C,OPEN,2.0610,8442,28.72,28.57,200
60039,4432,A,OPEN,-1.8584,-7612,-1.76,-1.75,200
60039,4432,B,OPEN,2.2383,9168,36.91,36.72,200
60039,4432,C,OPEN,2.0867,8547,31.35,31.19,200
60089,4482,A,OPEN,-1.8464,-7563,16.95,16.86,200
60089,4482,B,OPEN,2.2693,9295,43.95,43.72,200
60089,4482,C,OPEN,2.1157,8666,31.59,31.43,200
60139,4532,A,OPEN,-1.8347,-7515,15.23,15.16,200
60139,4532,B,OPEN,2.3013,9426,39.84,39.64,200
60139,4532,C,OPEN,2.1523,8816,37.21,37.01,200
60189,4582,A,OPEN,-1.8293,-7493,11.43,11.37,200
60189,4582,B,OPEN,2.3220,9511,32.23,32.06,200
60189,4582,C,OPEN,2.1860,8954,42.48,42.26,200
60239,4632,A,OPEN,-1.8203,-7456,6.45,6.41,200
60239,4632,B,OPEN,2.3486,9620,32.81,32.64,200
60239,4632,C,OPEN,2.2180,9085,39.26,39.06,200
60289,4682,A,OPEN,-1.8174,-7444,-1.17,-1.17,200
60289,4682,B,OPEN,2.3716,9714,23.14,23.03,200
60289,4682,C,OPEN,2.2495,9214,37.21,37.01,200
60339,4732,A,OPEN,-1.8374,-7526,24.90,24.77,200
60339,4732,B,OPEN,2.3999,9830,32.23,32.06,200
60339,4732,C,OPEN,2.2754,9320,36.33,36.14,200
60390,4783,A,OPEN,-1.9500,-7987,-36.48,-36.29,200
60390,4783,B,OPEN,2.4260,9937,28.72,28.57,200
60390,4783,C,OPEN,2.3040,9437,30.73,30.57,200
60440,4833,A,OPEN,-2.0537,-8412,-145.02,-144.27,200
60440,4833,B,OPEN,2.4509,10039,33.69,33.52,200
60440,4833,C,OPEN,2.3313,9549,35.16,34.97,200
60491,4884,A,OPEN,-2.0593,-8435,-147.66,-146.89,200
60491,4884,B,OPEN,2.4771,10146,29.88,29.73,200
60491,4884,C,OPEN,2.3604,9668,33.40,33.23,200
60542,4935,A,OPEN,-2.0984,-8595,-10.25,-10.20,200
60542,4935,B,OPEN,2.4949,10219,27.83,27.69,200
60542,4935,C,OPEN,2.3882,9782,32.52,32.35,200
60593,4986,A,OPEN,-2.0901,-8561,-4.69,-4.66,200
60593,4986,B,OPEN,2.5234,10336,29.88,29.73,200
60593,4986,C,OPEN,2.4158,9895,32.81,32.64,200
60643,5036,A,OPEN,-2.0815,-8526,16.11,16.03,200
60643,5036,B,OPEN,2.5500,10445,22.27,22.15,200
60643,5036,C,OPEN,2.4414,10000,29.88,29.73,200
60693,5086,A,OPEN,-2.0691,-8475,14.36,14.28,200
60693,5086,B,OPEN,2.5723,10536,35.16,34.97,200
60693,5086,C,OPEN,2.4675,10107,31.35,31.19,200
60743,5136,A,OPEN,-2.0615,-8444,13.48,13.41,200
60743,5136,B,OPEN,2.5913,10614,21.13,21.02,200
60743,5136,C,OPEN,2.4929,10211,32.23,32.06,200
60793,5186,A,OPEN,-2.1006,-8604,-9.08,-9.04,200
60793,5186,B,OPEN,2.6152,10712,28.12,27.98,200
60793,5186,C,OPEN,2.5183,10315,30.76,30.60,200
60843,5236,A,OPEN,-2.2048,-9031,-42.19,-41.97,200
60843,5236,B,OPEN,2.6399,10813,26.07,25.94,200
60843,5236,C,OPEN,2.5464,10430,30.18,30.02,200
60894,5287,A,OPEN,-2.2883,-9373,-178.37,-177.45,200
60894,5287,B,OPEN,2.6658,10919,36.33,36.14,200
60894,5287,C,OPEN,2.5740,10543,34.75,34.57,200
60944,5337,A,OPEN,-2.3215,-9509,-61.52,-61.21,200
60944,5337,B,OPEN,2.6953,11040,27.83,27.69,200
60944,5337,C,OPEN,2.6025,10660,32.23,32.06,200
61020,5413,A,OPEN,-2.3225,-9513,-10.56,-10.51,200
61020,5413,B,OPEN,2.7473,11253,40.85,40.64,200
61020,5413,C,OPEN,2.6465,10840,34.93,34.75,200
61070,5463,A,OPEN,-2.3186,-9497,4.69,4.66,200
61070,5463,B,OPEN,2.7800,11387,39.26,39.06,200
61070,5463,C,OPEN,2.6802,10978,40.43,40.22,200
61120,5513,A,OPEN,-2.3110,-9466,9.08,9.04,200
61120,5513,B,OPEN,2.8062,11494,30.73,30.57,200
61120,5513,C,OPEN,2.7144,11118,41.02,40.80,200
61170,5563,A,OPEN,-2.3071,-9450,4.69,4.66,200
61170,5563,B,OPEN,2.8313,11597,30.18,30.02,200
61170,5563,C,OPEN,2.7439,11239,35.45,35.27,200
61220,5613,A,OPEN,-2.3042,-9438,3.52,3.50,200
61220,5613,B,OPEN,2.8572,11703,31.05,30.89,200
61220,5613,C,OPEN,2.7729,11358,34.86,34.68,200
61270,5663,A,OPEN,-2.3159,-9486,-14.06,-13.99,200
61270,5663,B,OPEN,2.8821,11805,29.88,29.73,200
61270,5663,C,OPEN,2.7976,11459,29.59,29.44,200
61321,5714,A,OPEN,-2.3735,-9722,-67.78,-67.43,200
61321,5714,B,OPEN,2.9128,11931,36.91,36.72,200
61321,5714,C,OPEN,2.8235,11565,30.45,30.29,200
61371,5764,A,OPEN,-2.5444,-10422,-205.08,-204.02,200
61371,5764,B,OPEN,2.9424,12052,35.45,35.27,200
61371,5764,C,OPEN,2.8489,11669,30.47,30.31,200
61421,5814,A,OPEN,-2.5935,-10623,-58.89,-58.58,200
61421,5814,B,OPEN,2.9736,12180,37.50,37.31,200
61421,5814,C,OPEN,2.8743,11773,30.47,30.31,200
61471,5864,A,OPEN,-2.6067,-10677,-15.82,-15.74,200
61471,5864,B,OPEN,3.0059,12312,37.91,37.72,200
61471,5864,C,OPEN,2.8982,11871,28.71,28.56,200
61521,5914,A,OPEN,-2.6018,-10657,5.86,5.83,200
61521,5914,B,OPEN,3.0349,12431,34.86,34.68,200
61521,5914,C,OPEN,2.9226,11971,29.30,29.15,200
61571,5964,A,OPEN,-2.5996,-10648,2.64,2.62,200
61571,5964,B,OPEN,3.0588,12529,28.71,28.56,200
61571,5964,C,OPEN,2.9434,12056,24.90,24.77,200
61621,6014,A,OPEN,-2.5969,-10637,3.22,3.21,200
61621,6014,B,OPEN,3.0820,12624,27.83,27.69,200
61621,6014,C,OPEN,2.9631,12137,23.73,23.61,200
61672,6065,A,OPEN,-2.5967,-10636,0.29,0.29,200
61672,6065,B,OPEN,3.1021,12706,24.02,23.90,200
61672,6065,C,OPEN,2.9822,12215,22.40,22.29,200
61722,6115,A,OPEN,-2.5967,-10636,0.00,0.00,200
61722,6115,B,OPEN,3.1243,12797,26.66,26.52,200
61722,6115,C,OPEN,3.0005,12290,21.97,21.86,200
61772,6165,A,OPEN,-2.5962,-10634,0.59,0.58,200
61772,6165,B,OPEN,3.1499,12902,30.76,30.60,200
61772,6165,C,OPEN,3.0220,12378,25.78,25.65,200
61822,6215,A,OPEN,-2.5977,-10640,-1.76,-1.75,200
61822,6215,B,OPEN,3.1750,13005,29.58,29.43,200
61822,6215,C,OPEN,3.0425,12462,24.61,24.48,200
61872,6265,A,OPEN,-2.5972,-10638,0.59,0.58,200
61872,6265,B,OPEN,3.1968,13094,26.07,25.94,200
61872,6265,C,OPEN,3.0693,12572,32.23,32.06,200
61922,6315,A,OPEN,-2.5977,-10640,-0.59,-0.58,200
61922,6315,B,OPEN,3.2227,13200,31.05,30.89,200
61922,6315,C,OPEN,3.0867,12643,20.80,20.69,200
61972,6365,A,OPEN,-2.5984,-10643,-0.88,-0.87,200
61972,6365,B,OPEN,3.2505,13314,33.40,33.23,200
61972,6365,C,OPEN,3.1169,12767,36.33,36.14,200
62023,6416,A,OPEN,-2.5999,-10649,-1.72,-1.71,200
62023,6416,B,OPEN,3.2786,13429,33.69,33.52,200
62023,6416,C,OPEN,3.1287,12815,13.79,13.72,200
62074,6467,A,OPEN,-2.5984,-10643,1.76,1.75,200
62074,6467,B,CLICKED,3.2927,13487,33.69,33.52,0
62074,6467,C,OPEN,3.1553,12924,31.31,31.15,200
62124,6517,A,OPEN,-2.5972,-10638,0.59,0.58,200
62124,6517,B,CLICKED,3.2927,13487,33.69,33.52,0
62124,6517,C,OPEN,3.1755,13007,24.32,24.19,200
62174,6567,A,OPEN,-2.5933,-10622,5.57,5.54,200
62174,6567,B,CLICKED,3.2927,13487,33.69,33.52,0
62174,6567,C,OPEN,3.2056,13130,36.04,35.85,200
62224,6617,A,OPEN,-2.5872,-10597,5.86,5.83,200
62224,6617,B,CLICKED,3.2927,13487,33.69,33.52,0
62224,6617,C,OPEN,3.2283,13223,27.25,27.11,200
62274,6667,A,OPEN,-2.5884,-10602,2.05,2.04,200
62274,6667,B,CLICKED,3.2927,13487,33.69,33.52,0
62274,6667,C,OPEN,3.2458,13295,21.09,20.98,200
62324,6717,A,OPEN,-2.5962,-10634,-12.01,-11.95,200
62324,6717,B,CLICKED,3.2927,13487,33.69,33.52,0
62324,6717,C,OPEN,3.2590,13349,15.82,15.74,200
62374,6767,A,OPEN,-2.6946,-11037,-112.21,-111.63,200
62374,6767,B,CLICKED,3.2927,13487,33.69,33.52,0
62374,6767,C,OPEN,3.2676,13384,15.82,15.74,200
62424,6817,A,OPEN,-2.8623,-11724,-204.79,-203.73,200
62424,6817,B,CLICKED,3.2927,13487,33.69,33.52,0
62424,6817,C,OPEN,3.2715,13400,7.53,7.49,200
62474,6867,A,OPEN,-2.8718,-11763,-12.89,-12.82,200
62474,6867,B,CLICKED,3.2927,13487,33.69,33.52,0
62474,6867,C,OPEN,3.2681,13386,2.30,2.29,200
62524,6917,A,OPEN,-2.8606,-11717,12.64,12.57,200
62524,6917,B,CLICKED,3.2927,13487,33.69,33.52,0
62524,6917,C,OPEN,3.2588,13348,-7.32,-7.29,200
62574,6967,A,OPEN,-2.8508,-11677,12.01,11.95,200
62574,6967,B,CLICKED,3.2927,13487,33.69,33.52,0
62574,6967,C,OPEN,3.2566,13339,-7.32,-7.29,200
62624,7017,A,OPEN,-2.8357,-11615,17.58,17.49,200
62624,7017,B,CLICKED,3.2927,13487,33.69,33.52,0
62624,7017,C,OPEN,3.2581,13345,0.00,0.00,200
62674,7067,A,OPEN,-2.8315,-11598,5.57,5.54,200
62674,7067,B,CLICKED,3.2927,13487,33.69,33.52,0
62674,7067,C,OPEN,3.2583,13346,2.34,2.33,200
62724,7117,A,OPEN,-2.8284,-11585,3.81,3.79,200
62724,7117,B,CLICKED,3.2927,13487,33.69,33.52,0
62724,7117,C,OPEN,3.2588,13348,-1.15,-1.14,200
62774,7167,A,OPEN,-2.8328,-11603,-5.27,-5.25,200
62774,7167,B,CLICKED,3.2927,13487,33.69,33.52,0
62774,7167,C,OPEN,3.2593,13350,2.05,2.04,200
62824,7217,A,OPEN,-2.8354,-11614,-3.16,-3.14,200
62824,7217,B,CLICKED,3.2927,13487,33.69,33.52,0
62824,7217,C,OPEN,3.2588,13348,-2.93,-2.91,200
62874,7267,A,OPEN,-2.8538,-11689,-21.97,-21.86,200
62874,7267,B,CLICKED,3.2927,13487,33.69,33.52,0
62874,7267,C,OPEN,3.2583,13346,2.93,2.91,200
62924,7317,A,OPEN,-2.8833,-11810,-21.97,-21.86,200
62924,7317,B,CLICKED,3.2927,13487,33.69,33.52,0
62924,7317,C,OPEN,3.2566,13339,-3.81,-3.79,200
62974,7367,A,OPEN,-2.9492,-12080,-46.49,-46.25,200
62974,7367,B,CLICKED,3.2927,13487,33.69,33.52,0
62974,7367,C,OPEN,3.2522,13321,-2.05,-2.04,200
63024,7417,A,OPEN,-3.0088,-12324,-86.43,-85.98,200
63024,7417,B,CLICKED,3.2927,13487,33.69,33.52,0
63024,7417,C,OPEN,3.2502,13313,-5.27,-5.25,200
63074,7467,A,OPEN,-3.0488,-12488,-53.07,-52.79,200
63074,7467,B,CLICKED,3.2927,13487,33.69,33.52,0
63074,7467,C,OPEN,3.2502,13313,0.88,0.87,200
63125,7518,A,OPEN,-3.0608,-12537,-33.98,-33.81,200
63125,7518,B,CLICKED,3.2927,13487,33.69,33.52,0
63125,7518,C,OPEN,3.2502,13313,-2.05,-2.04,200
63175,7568,A,OPEN,-3.0742,-12592,-9.08,-9.04,200
63175,7568,B,CLICKED,3.2927,13487,33.69,33.52,0
63175,7568,C,OPEN,3.2542,13329,3.52,3.50,200
63225,7618,A,OPEN,-3.0881,-12649,-24.32,-24.19,200
63225,7618,B,CLICKED,3.2927,13487,33.69,33.52,0
63225,7618,C,OPEN,3.2583,13346,4.39,4.37,200
63275,7668,A,OPEN,-3.0957,-12680,-8.90,-8.86,200
63275,7668,B,CLICKED,3.2927,13487,33.69,33.52,0
63275,7668,C,OPEN,3.2600,13353,4.39,4.37,200
63326,7719,A,OPEN,-3.1001,-12698,-9.67,-9.62,200
63326,7719,B,CLICKED,3.2927,13487,33.69,33.52,0
63326,7719,C,OPEN,3.2610,13357,0.59,0.58,200
63376,7769,A,OPEN,-3.0989,-12693,0.29,0.29,200
63376,7769,B,CLICKED,3.2927,13487,33.69,33.52,0
63376,7769,C,OPEN,3.2615,13359,4.10,4.08,200
63426,7819,A,OPEN,-3.1013,-12703,-2.93,-2.91,200
63426,7819,B,CLICKED,3.2927,13487,33.69,33.52,0
63426,7819,C,OPEN,3.2581,13345,-5.57,-5.54,200
63476,7869,A,OPEN,-3.0994,-12695,2.01,2.00,200
63476,7869,B,CLICKED,3.2927,13487,33.69,33.52,0
63476,7869,C,OPEN,3.2595,13351,0.88,0.87,200
63526,7919,A,OPEN,-3.1018,-12705,-2.05,-2.04,200
63526,7919,B,CLICKED,3.2927,13487,33.69,33.52,0
63526,7919,C,OPEN,3.2581,13345,-0.88,-0.87,200
63576,7969,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63576,7969,B,CLICKED,3.2927,13487,33.69,33.52,0
63576,7969,C,OPEN,3.2595,13351,0.59,0.58,200
63626,8019,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63626,8019,B,CLICKED,3.2927,13487,33.69,33.52,0
63626,8019,C,OPEN,3.2598,13352,0.29,0.29,200
63676,8069,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63676,8069,B,CLICKED,3.2927,13487,33.69,33.52,0
63676,8069,C,OPEN,3.2620,13361,-0.29,-0.29,200
63726,8119,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63726,8119,B,CLICKED,3.2927,13487,33.69,33.52,0
63726,8119,C,OPEN,3.2603,13354,2.34,2.33,200
63776,8169,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63776,8169,B,CLICKED,3.2927,13487,33.69,33.52,0
63776,8169,C,OPEN,3.2664,13379,1.46,1.46,200
63826,8219,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63826,8219,B,CLICKED,3.2927,13487,33.69,33.52,0
63826,8219,C,OPEN,3.2690,13390,6.45,6.41,200
63876,8269,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63876,8269,B,CLICKED,3.2927,13487,33.69,33.52,0
63876,8269,C,OPEN,3.2742,13411,2.05,2.04,200
63926,8319,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63926,8319,B,CLICKED,3.2927,13487,33.69,33.52,0
63926,8319,C,OPEN,3.2708,13397,0.88,0.87,200
63976,8369,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
63976,8369,B,CLICKED,3.2927,13487,33.69,33.52,0
63976,8369,C,OPEN,3.2715,13400,-0.88,-0.87,200
64026,8419,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64026,8419,B,CLICKED,3.2927,13487,33.69,33.52,0
64026,8419,C,OPEN,3.2712,13399,1.76,1.75,200
64076,8469,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64076,8469,B,CLICKED,3.2927,13487,33.69,33.52,0
64076,8469,C,OPEN,3.2749,13414,1.46,1.46,200
64126,8519,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64126,8519,B,CLICKED,3.2927,13487,33.69,33.52,0
64126,8519,C,OPEN,3.2783,13428,3.81,3.79,200
64176,8569,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64176,8569,B,CLICKED,3.2927,13487,33.69,33.52,0
64176,8569,C,OPEN,3.2903,13477,7.91,7.87,200
64226,8619,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64226,8619,B,CLICKED,3.2927,13487,33.69,33.52,0
64226,8619,C,OPEN,3.2939,13492,11.13,11.08,200
64276,8669,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64276,8669,B,CLICKED,3.2927,13487,33.69,33.52,0
64276,8669,C,OPEN,3.2986,13511,2.05,2.04,200
64326,8719,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64326,8719,B,CLICKED,3.2927,13487,33.69,33.52,0
64326,8719,C,OPEN,3.3018,13524,7.32,7.29,200
64376,8769,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64376,8769,B,CLICKED,3.2927,13487,33.69,33.52,0
64376,8769,C,OPEN,3.3042,13534,1.46,1.46,200
64426,8819,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64426,8819,B,CLICKED,3.2927,13487,33.69,33.52,0
64426,8819,C,OPEN,3.3083,13551,6.74,6.70,200
64476,8869,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64476,8869,B,CLICKED,3.2927,13487,33.69,33.52,0
64476,8869,C,OPEN,3.3135,13572,3.22,3.21,200
64526,8919,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64526,8919,B,CLICKED,3.2927,13487,33.69,33.52,0
64526,8919,C,OPEN,3.3157,13581,6.74,6.70,200
64576,8969,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64576,8969,B,CLICKED,3.2927,13487,33.69,33.52,0
64576,8969,C,OPEN,3.3176,13589,0.88,0.87,200
64626,9019,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64626,9019,B,CLICKED,3.2927,13487,33.69,33.52,0
64626,9019,C,OPEN,3.3250,13619,7.91,7.87,200
64676,9069,A,CLICKED,-3.0986,-12692,-2.05,-2.04,0
64676,9069,B,CLICKED,3.2927,13487,33.69,33.52,0
64676,9069,C,OPEN,3.3354,13662,8.20,8.16,200
--- EXPERIMENT FINAL SUMMARY ---
TotalDurationMs,9092
Summary,Tower_0,CLICKED,TimeSec,7.941,Rotations,-3.0986,Counts,-12692,AvgRPM,-23.41,TravelMM,-184.96
Summary,Tower_1,CLICKED,TimeSec,6.447,Rotations,3.2927,Counts,13487,AvgRPM,30.64,TravelMM,196.54
Summary,Tower_2,CLICKED,TimeSec,9.091,Rotations,3.3418,Counts,13688,AvgRPM,22.06,TravelMM,199.47
--- NEW UPWARD HOMING EXPERIMENT SESSION ---
